0	0	2	3	2	6	0	5	3	1	3	3	4	2	8	10	20	20	20	20	20
0	5	0	2	1	0	4	5	20	20	20	20	20	20	20	20	20	20	20	20	20
0	2	2	2	4	14	16	17	17	17	17	17	17	17	17	16	16	16	16	16	16
0	3	2	4	12	13	13	15	15	15	15	15	14	13	13	13	13	13	13	13	13
0	2	4	7	13	16	16	13	11	12	11	11	11	11	12	9	10	10	10	8	9
0	0	1	9	14	14	16	17	16	16	19	15	15	12	14	12	11	9	8	8	8
0	1	6	9	9	8	8	11	15	12	12	12	14	13	13	12	10	11	11	11	11
0	0	6	8	12	7	12	8	8	9	7	9	12	9	8	9	9	9	13	13	12
